code,name,type
6831,NAD83(2011) / Oregon Gresham-Warm Springs zone (ft),Projected CRS
6832,NAD83(CORS96) / Oregon La Grande zone (m),Projected CRS
6833,NAD83(CORS96) / Oregon La Grande zone (ft),Projected CRS
6834,NAD83(2011) / Oregon La Grande zone (m),Projected CRS
6835,NAD83(2011) / Oregon La Grande zone (ft),Projected CRS
6836,NAD83(CORS96) / Oregon Ontario zone (m),Projected CRS
6837,NAD83(CORS96) / Oregon Ontario zone (ft),Projected CRS
6838,NAD83(2011) / Oregon Ontario zone (m),Projected CRS
6839,NAD83(2011) / Oregon Ontario zone (ft),Projected CRS
6840,NAD83(CORS96) / Oregon Coast zone (m),Projected CRS
6841,NAD83(CORS96) / Oregon Coast zone (ft),Projected CRS
6842,NAD83(2011) / Oregon Coast zone (m),Projected CRS
6843,NAD83(2011) / Oregon Coast zone (ft),Projected CRS
6844,NAD83(CORS96) / Oregon Pendleton zone (m),Projected CRS
6845,NAD83(CORS96) / Oregon Pendleton zone (ft),Projected CRS
6846,NAD83(2011) / Oregon Pendleton zone (m),Projected CRS
6847,NAD83(2011) / Oregon Pendleton zone (ft),Projected CRS
6848,NAD83(CORS96) / Oregon Pendleton-La Grande zone (m),Projected CRS
6849,NAD83(CORS96) / Oregon Pendleton-La Grande zone (ft),Projected CRS
6850,NAD83(2011) / Oregon Pendleton-La Grande zone (m),Projected CRS
6851,NAD83(2011) / Oregon Pendleton-La Grande zone (ft),Projected CRS
6852,NAD83(CORS96) / Oregon Portland zone (m),Projected CRS
6853,NAD83(CORS96) / Oregon Portland zone (ft),Projected CRS
6854,NAD83(2011) / Oregon Portland zone (m),Projected CRS
6855,NAD83(2011) / Oregon Portland zone (ft),Projected CRS
6856,NAD83(CORS96) / Oregon Salem zone (m),Projected CRS
6857,NAD83(CORS96) / Oregon Salem zone (ft),Projected CRS
6858,NAD83(2011) / Oregon Salem zone (m),Projected CRS
6859,NAD83(2011) / Oregon Salem zone (ft),Projected CRS
6860,NAD83(CORS96) / Oregon Santiam Pass zone (m),Projected CRS
6861,NAD83(CORS96) / Oregon Santiam Pass zone (ft),Projected CRS
6862,NAD83(2011) / Oregon Santiam Pass zone (m),Projected CRS
6863,NAD83(2011) / Oregon Santiam Pass zone (ft),Projected CRS
6867,NAD83(CORS96) / Oregon LCC (m),Projected CRS
6868,NAD83(CORS96) / Oregon GIC Lambert (ft),Projected CRS
6870,ETRS89 / Albania TM 2010,Projected CRS
6875,RDN2008 / Italy zone (N-E),Projected CRS
6876,RDN2008 / Zone 12 (N-E),Projected CRS
6879,NAD83(2011) / Wisconsin Central,Projected CRS
6880,NAD83(2011) / Nebraska (ftUS),Projected CRS
6881,Aden 1925,Geographic 2D CRS
6882,Bekaa Valley 1920,Geographic 2D CRS
6883,Bioko,Geographic 2D CRS
6884,NAD83(CORS96) / Oregon North,Projected CRS
6885,NAD83(CORS96) / Oregon North (ft),Projected CRS
6886,NAD83(CORS96) / Oregon South,Projected CRS
6887,NAD83(CORS96) / Oregon South (ft),Projected CRS
6892,South East Island 1943,Geographic 2D CRS
6893,WGS 84 / World Mercator + EGM2008 height,Compound CRS
6894,Gambia,Geographic 2D CRS
6915,South East Island 1943 / UTM zone 40N,Projected CRS
6916,SHD height,Vertical CRS
6917,SVY21 + SHD height,Compound CRS
6922,NAD83 / Kansas LCC,Projected CRS
6923,NAD83 / Kansas LCC (ftUS),Projected CRS
6924,NAD83(2011) / Kansas LCC,Projected CRS
6925,NAD83(2011) / Kansas LCC (ftUS),Projected CRS
6927,SVY21 / Singapore TM + SHD height,Compound CRS
6931,WGS 84 / NSIDC EASE-Grid 2.0 North,Projected CRS
6932,WGS 84 / NSIDC EASE-Grid 2.0 South,Projected CRS
6933,WGS 84 / NSIDC EASE-Grid 2.0 Global,Projected CRS
6934,IGS08,Geocentric CRS
6962,ETRS89 / Albania LCC 2010,Projected CRS
6966,NAD27 / Michigan North,Projected CRS
6981,IG05 Intermediate CRS,Geocentric CRS
6982,IG05 Intermediate CRS,Geographic 3D CRS
6983,IG05 Intermediate CRS,Geographic 2D CRS
6984,Israeli Grid 05,Projected CRS
6988,IG05/12 Intermediate CRS,Geocentric CRS
6989,IG05/12 Intermediate CRS,Geographic 3D CRS
6990,IG05/12 Intermediate CRS,Geographic 2D CRS
6991,Israeli Grid 05/12,Projected CRS
7005,Nahrwan 1934 / UTM zone 37N,Projected CRS
7006,Nahrwan 1934 / UTM zone 38N,Projected CRS
7007,Nahrwan 1934 / UTM zone 39N,Projected CRS
7034,RGSPM06 (lon-lat),Geographic 3D CRS
7035,RGSPM06 (lon-lat),Geographic 2D CRS
7036,RGR92 (lon-lat),Geographic 3D CRS
7037,RGR92 (lon-lat),Geographic 2D CRS
7038,RGM04 (lon-lat),Geographic 3D CRS
7039,RGM04 (lon-lat),Geographic 2D CRS
7040,RGFG95 (lon-lat),Geographic 3D CRS
7041,RGFG95 (lon-lat),Geographic 2D CRS
7042,RGF93 v1 (lon-lat),Geographic 3D CRS
7057,NAD83(2011) / IaRCS zone 1,Projected CRS
7058,NAD83(2011) / IaRCS zone 2,Projected CRS
7059,NAD83(2011) / IaRCS zone 3,Projected CRS
7060,NAD83(2011) / IaRCS zone 4,Projected CRS
7061,NAD83(2011) / IaRCS zone 5,Projected CRS
7062,NAD83(2011) / IaRCS zone 6,Projected CRS
7063,NAD83(2011) / IaRCS zone 7,Projected CRS
7064,NAD83(2011) / IaRCS zone 8,Projected CRS
7065,NAD83(2011) / IaRCS zone 9,Projected CRS
7066,NAD83(2011) / IaRCS zone 10,Projected CRS
7067,NAD83(2011) / IaRCS zone 11,Projected CRS
7068,NAD83(2011) / IaRCS zone 12,Projected CRS
7069,NAD83(2011) / IaRCS zone 13,Projected CRS
7070,NAD83(2011) / IaRCS zone 14,Projected CRS
7071,RGTAAF07,Geocentric CRS
7072,RGTAAF07,Geographic 3D CRS
7073,RGTAAF07,Geographic 2D CRS
7074,RGTAAF07 / UTM zone 37S,Projected CRS
7075,RGTAAF07 / UTM zone 38S,Projected CRS
7076,RGTAAF07 / UTM zone 39S,Projected CRS
7077,RGTAAF07 / UTM zone 40S,Projected CRS
7078,RGTAAF07 / UTM zone 41S,Projected CRS
7079,RGTAAF07 / UTM zone 42S,Projected CRS
7080,RGTAAF07 / UTM zone 43S,Projected CRS
7081,RGTAAF07 / UTM zone 44S,Projected CRS
7084,RGF93 v1 (lon-lat),Geographic 2D CRS
7085,RGAF09 (lon-lat),Geographic 3D CRS
7086,RGAF09 (lon-lat),Geographic 2D CRS
7087,RGTAAF07 (lon-lat),Geographic 3D CRS
7109,NAD83(2011) / RMTCRS St Mary (m),Projected CRS
7110,NAD83(2011) / RMTCRS Blackfeet (m),Projected CRS
7111,NAD83(2011) / RMTCRS Milk River (m),Projected CRS
7112,NAD83(2011) / RMTCRS Fort Belknap (m),Projected CRS
7113,NAD83(2011) / RMTCRS Fort Peck Assiniboine (m),Projected CRS
7114,NAD83(2011) / RMTCRS Fort Peck Sioux (m),Projected CRS
7115,NAD83(2011) / RMTCRS Crow (m),Projected CRS
7116,NAD83(2011) / RMTCRS Bobcat (m),Projected CRS
7117,NAD83(2011) / RMTCRS Billings (m),Projected CRS
7118,NAD83(2011) / RMTCRS Wind River (m),Projected CRS
7119,NAD83(2011) / RMTCRS St Mary (ft),Projected CRS
7120,NAD83(2011) / RMTCRS Blackfeet (ft),Projected CRS
7121,NAD83(2011) / RMTCRS Milk River (ft),Projected CRS
7122,NAD83(2011) / RMTCRS Fort Belknap (ft),Projected CRS
7123,NAD83(2011) / RMTCRS Fort Peck Assiniboine (ft),Projected CRS
7124,NAD83(2011) / RMTCRS Fort Peck Sioux (ft),Projected CRS
7125,NAD83(2011) / RMTCRS Crow (ft),Projected CRS
7126,NAD83(2011) / RMTCRS Bobcat (ft),Projected CRS
7127,NAD83(2011) / RMTCRS Billings (ft),Projected CRS
7128,NAD83(2011) / RMTCRS Wind River (ftUS),Projected CRS
7131,NAD83(2011) / San Francisco CS13,Projected CRS
7132,NAD83(2011) / San Francisco CS13 (ftUS),Projected CRS
7133,RGTAAF07 (lon-lat),Geographic 2D CRS
7134,IGD05,Geocentric CRS
7135,IGD05,Geographic 3D CRS
7136,IGD05,Geographic 2D CRS
7137,IGD05/12,Geocentric CRS
7138,IGD05/12,Geographic 3D CRS
7139,IGD05/12,Geographic 2D CRS
7142,Palestine 1923 / Palestine Grid modified,Projected CRS
7257,NAD83(2011) / InGCS Adams (m),Projected CRS
7258,NAD83(2011) / InGCS Adams (ftUS),Projected CRS
7259,NAD83(2011) / InGCS Allen (m),Projected CRS
7260,NAD83(2011) / InGCS Allen (ftUS),Projected CRS
7261,NAD83(2011) / InGCS Bartholomew (m),Projected CRS
7262,NAD83(2011) / InGCS Bartholomew (ftUS),Projected CRS
7263,NAD83(2011) / InGCS Benton (m),Projected CRS
7264,NAD83(2011) / InGCS Benton (ftUS),Projected CRS
7265,NAD83(2011) / InGCS Blackford-Delaware (m),Projected CRS
7266,NAD83(2011) / InGCS Blackford-Delaware (ftUS),Projected CRS
7267,NAD83(2011) / InGCS Boone-Hendricks (m),Projected CRS
7268,NAD83(2011) / InGCS Boone-Hendricks (ftUS),Projected CRS
7269,NAD83(2011) / InGCS Brown (m),Projected CRS
7270,NAD83(2011) / InGCS Brown (ftUS),Projected CRS
7271,NAD83(2011) / InGCS Carroll (m),Projected CRS
7272,NAD83(2011) / InGCS Carroll (ftUS),Projected CRS
7273,NAD83(2011) / InGCS Cass (m),Projected CRS
7274,NAD83(2011) / InGCS Cass (ftUS),Projected CRS
7275,NAD83(2011) / InGCS Clark-Floyd-Scott (m),Projected CRS
7276,NAD83(2011) / InGCS Clark-Floyd-Scott (ftUS),Projected CRS
7277,NAD83(2011) / InGCS Clay (m),Projected CRS
7278,NAD83(2011) / InGCS Clay (ftUS),Projected CRS
7279,NAD83(2011) / InGCS Clinton (m),Projected CRS
7280,NAD83(2011) / InGCS Clinton (ftUS),Projected CRS
7281,NAD83(2011) / InGCS Crawford-Lawrence-Orange (m),Projected CRS
7282,NAD83(2011) / InGCS Crawford-Lawrence-Orange (ftUS),Projected CRS
7283,NAD83(2011) / InGCS Daviess-Greene (m),Projected CRS
7284,NAD83(2011) / InGCS Daviess-Greene (ftUS),Projected CRS
7285,NAD83(2011) / InGCS Dearborn-Ohio-Switzerland (m),Projected CRS
7286,NAD83(2011) / InGCS Dearborn-Ohio-Switzerland (ftUS),Projected CRS
7287,NAD83(2011) / InGCS Decatur-Rush (m),Projected CRS
7288,NAD83(2011) / InGCS Decatur-Rush (ftUS),Projected CRS
7289,NAD83(2011) / InGCS DeKalb (m),Projected CRS
7290,NAD83(2011) / InGCS DeKalb (ftUS),Projected CRS
7291,NAD83(2011) / InGCS Dubois-Martin (m),Projected CRS
7292,NAD83(2011) / InGCS Dubois-Martin (ftUS),Projected CRS
7293,NAD83(2011) / InGCS Elkhart-Kosciusko-Wabash (m),Projected CRS
7294,NAD83(2011) / InGCS Elkhart-Kosciusko-Wabash (ftUS),Projected CRS
7295,NAD83(2011) / InGCS Fayette-Franklin-Union (m),Projected CRS
7296,NAD83(2011) / InGCS Fayette-Franklin-Union (ftUS),Projected CRS
7297,NAD83(2011) / InGCS Fountain-Warren (m),Projected CRS
7298,NAD83(2011) / InGCS Fountain-Warren (ftUS),Projected CRS
7299,NAD83(2011) / InGCS Fulton-Marshall-St. Joseph (m),Projected CRS
7300,NAD83(2011) / InGCS Fulton-Marshall-St. Joseph (ftUS),Projected CRS
7301,NAD83(2011) / InGCS Gibson (m),Projected CRS
7302,NAD83(2011) / InGCS Gibson (ftUS),Projected CRS
7303,NAD83(2011) / InGCS Grant (m),Projected CRS
7304,NAD83(2011) / InGCS Grant (ftUS),Projected CRS
7305,NAD83(2011) / InGCS Hamilton-Tipton (m),Projected CRS
7306,NAD83(2011) / InGCS Hamilton-Tipton (ftUS),Projected CRS
7307,NAD83(2011) / InGCS Hancock-Madison (m),Projected CRS
7308,NAD83(2011) / InGCS Hancock-Madison (ftUS),Projected CRS
7309,NAD83(2011) / InGCS Harrison-Washington (m),Projected CRS
7310,NAD83(2011) / InGCS Harrison-Washington (ftUS),Projected CRS
7311,NAD83(2011) / InGCS Henry (m),Projected CRS
7312,NAD83(2011) / InGCS Henry (ftUS),Projected CRS
7313,NAD83(2011) / InGCS Howard-Miami (m),Projected CRS
7314,NAD83(2011) / InGCS Howard-Miami (ftUS),Projected CRS
7315,NAD83(2011) / InGCS Huntington-Whitley (m),Projected CRS
7316,NAD83(2011) / InGCS Huntington-Whitley (ftUS),Projected CRS
7317,NAD83(2011) / InGCS Jackson (m),Projected CRS
7318,NAD83(2011) / InGCS Jackson (ftUS),Projected CRS
7319,NAD83(2011) / InGCS Jasper-Porter (m),Projected CRS
7320,NAD83(2011) / InGCS Jasper-Porter (ftUS),Projected CRS
7321,NAD83(2011) / InGCS Jay (m),Projected CRS
7322,NAD83(2011) / InGCS Jay (ftUS),Projected CRS
7323,NAD83(2011) / InGCS Jefferson (m),Projected CRS
7324,NAD83(2011) / InGCS Jefferson (ftUS),Projected CRS
7325,NAD83(2011) / InGCS Jennings (m),Projected CRS
7326,NAD83(2011) / InGCS Jennings (ftUS),Projected CRS
7327,NAD83(2011) / InGCS Johnson-Marion (m),Projected CRS
7328,NAD83(2011) / InGCS Johnson-Marion (ftUS),Projected CRS
7329,NAD83(2011) / InGCS Knox (m),Projected CRS
7330,NAD83(2011) / InGCS Knox (ftUS),Projected CRS
7331,NAD83(2011) / InGCS LaGrange-Noble (m),Projected CRS
7332,NAD83(2011) / InGCS LaGrange-Noble (ftUS),Projected CRS
7333,NAD83(2011) / InGCS Lake-Newton (m),Projected CRS
7334,NAD83(2011) / InGCS Lake-Newton (ftUS),Projected CRS
7335,NAD83(2011) / InGCS LaPorte-Pulaski-Starke (m),Projected CRS
7336,NAD83(2011) / InGCS LaPorte-Pulaski-Starke (ftUS),Projected CRS
7337,NAD83(2011) / InGCS Monroe-Morgan (m),Projected CRS
7338,NAD83(2011) / InGCS Monroe-Morgan (ftUS),Projected CRS
7339,NAD83(2011) / InGCS Montgomery-Putnam (m),Projected CRS
7340,NAD83(2011) / InGCS Montgomery-Putnam (ftUS),Projected CRS
7341,NAD83(2011) / InGCS Owen (m),Projected CRS
7342,NAD83(2011) / InGCS Owen (ftUS),Projected CRS
7343,NAD83(2011) / InGCS Parke-Vermillion (m),Projected CRS
7344,NAD83(2011) / InGCS Parke-Vermillion (ftUS),Projected CRS
7345,NAD83(2011) / InGCS Perry (m),Projected CRS
7346,NAD83(2011) / InGCS Perry (ftUS),Projected CRS
7347,NAD83(2011) / InGCS Pike-Warrick (m),Projected CRS
7348,NAD83(2011) / InGCS Pike-Warrick (ftUS),Projected CRS
7349,NAD83(2011) / InGCS Posey (m),Projected CRS
7350,NAD83(2011) / InGCS Posey (ftUS),Projected CRS
7351,NAD83(2011) / InGCS Randolph-Wayne (m),Projected CRS
7352,NAD83(2011) / InGCS Randolph-Wayne (ftUS),Projected CRS
7353,NAD83(2011) / InGCS Ripley (m),Projected CRS
7354,NAD83(2011) / InGCS Ripley (ftUS),Projected CRS
7355,NAD83(2011) / InGCS Shelby (m),Projected CRS
7356,NAD83(2011) / InGCS Shelby (ftUS),Projected CRS
7357,NAD83(2011) / InGCS Spencer (m),Projected CRS
7358,NAD83(2011) / InGCS Spencer (ftUS),Projected CRS
7359,NAD83(2011) / InGCS Steuben (m),Projected CRS
7360,NAD83(2011) / InGCS Steuben (ftUS),Projected CRS
7361,NAD83(2011) / InGCS Sullivan (m),Projected CRS
7362,NAD83(2011) / InGCS Sullivan (ftUS),Projected CRS
7363,NAD83(2011) / InGCS Tippecanoe-White (m),Projected CRS
7364,NAD83(2011) / InGCS Tippecanoe-White (ftUS),Projected CRS
7365,NAD83(2011) / InGCS Vanderburgh (m),Projected CRS
7366,NAD83(2011) / InGCS Vanderburgh (ftUS),Projected CRS
7367,NAD83(2011) / InGCS Vigo (m),Projected CRS
7368,NAD83(2011) / InGCS Vigo (ftUS),Projected CRS
7369,NAD83(2011) / InGCS Wells (m),Projected CRS
7370,NAD83(2011) / InGCS Wells (ftUS),Projected CRS
7371,ONGD14,Geocentric CRS
7372,ONGD14,Geographic 3D CRS
7373,ONGD14,Geographic 2D CRS
7374,ONGD14 / UTM zone 39N,Projected CRS
7375,ONGD14 / UTM zone 40N,Projected CRS
7376,ONGD14 / UTM zone 41N,Projected CRS
7400,NTF (Paris) + NGF-IGN69 height,Compound CRS
7404,RT90 + RH70 height,Compound CRS
7405,OSGB36 / British National Grid + ODN height,Compound CRS
7406,NAD27 + NGVD29 height (ftUS),Compound CRS
7407,NAD27 / Texas North + NGVD29 height (ftUS),Compound CRS
7409,ETRS89 + EVRF2000 height,Compound CRS
7410,PSHD93,Compound CRS
7411,NTF (Paris) / Lambert zone II + NGF Lallemand height,Compound CRS
7414,Tokyo + JSLD69 height,Compound CRS
7415,Amersfoort / RD New + NAP height,Compound CRS
7416,ETRS89 / UTM zone 32N + DVR90 height,Compound CRS
7417,ETRS89 / UTM zone 33N + DVR90 height,Compound CRS
7418,ETRS89 / Kp2000 Jutland + DVR90 height,Compound CRS
7419,ETRS89 / Kp2000 Zealand + DVR90 height,Compound CRS
7420,ETRS89 / Kp2000 Bornholm + DVR90 height,Compound CRS
7421,NTF (Paris) / Lambert zone II + NGF-IGN69 height,Compound CRS
7422,NTF (Paris) / Lambert zone III + NGF-IGN69 height,Compound CRS
7423,ETRS89 + EVRF2007 height,Compound CRS
7446,Famagusta 1960 height,Vertical CRS
7447,PNG08 height,Vertical CRS
7528,NAD83(2011) / WISCRS Adams and Juneau (m),Projected CRS
7529,NAD83(2011) / WISCRS Ashland (m),Projected CRS
7530,NAD83(2011) / WISCRS Barron (m),Projected CRS
7531,NAD83(2011) / WISCRS Bayfield (m),Projected CRS
7532,NAD83(2011) / WISCRS Brown (m),Projected CRS
7533,NAD83(2011) / WISCRS Buffalo (m),Projected CRS
7534,NAD83(2011) / WISCRS Burnett (m),Projected CRS
7535,"NAD83(2011) / WISCRS Calumet, Fond du Lac, Outagamie and Winnebago (m)",Projected CRS
7536,NAD83(2011) / WISCRS Chippewa (m),Projected CRS
7537,NAD83(2011) / WISCRS Clark (m),Projected CRS
7538,NAD83(2011) / WISCRS Columbia (m),Projected CRS
7539,NAD83(2011) / WISCRS Crawford (m),Projected CRS
7540,NAD83(2011) / WISCRS Dane (m),Projected CRS
7541,NAD83(2011) / WISCRS Dodge and Jefferson (m),Projected CRS
7542,NAD83(2011) / WISCRS Door (m),Projected CRS
7543,NAD83(2011) / WISCRS Douglas (m),Projected CRS
7544,NAD83(2011) / WISCRS Dunn (m),Projected CRS
7545,NAD83(2011) / WISCRS Eau Claire (m),Projected CRS
7546,NAD83(2011) / WISCRS Florence (m),Projected CRS
7547,NAD83(2011) / WISCRS Forest (m),Projected CRS
7548,NAD83(2011) / WISCRS Grant (m),Projected CRS
7549,NAD83(2011) / WISCRS Green and Lafayette (m),Projected CRS
7550,NAD83(2011) / WISCRS Green Lake and Marquette (m),Projected CRS
7551,NAD83(2011) / WISCRS Iowa (m),Projected CRS
7552,NAD83(2011) / WISCRS Iron (m),Projected CRS
7553,NAD83(2011) / WISCRS Jackson (m),Projected CRS
7554,"NAD83(2011) / WISCRS Kenosha, Milwaukee, Ozaukee and Racine (m)",Projected CRS
7555,"NAD83(2011) / WISCRS Kewaunee, Manitowoc and Sheboygan (m)",Projected CRS
7556,NAD83(2011) / WISCRS La Crosse (m),Projected CRS
7557,NAD83(2011) / WISCRS Langlade (m),Projected CRS
7558,NAD83(2011) / WISCRS Lincoln (m),Projected CRS
7559,NAD83(2011) / WISCRS Marathon (m),Projected CRS
7560,NAD83(2011) / WISCRS Marinette (m),Projected CRS
7561,NAD83(2011) / WISCRS Menominee (m),Projected CRS
7562,NAD83(2011) / WISCRS Monroe (m),Projected CRS
7563,NAD83(2011) / WISCRS Oconto (m),Projected CRS
7564,NAD83(2011) / WISCRS Oneida (m),Projected CRS
7565,NAD83(2011) / WISCRS Pepin and Pierce (m),Projected CRS
7566,NAD83(2011) / WISCRS Polk (m),Projected CRS
7567,NAD83(2011) / WISCRS Portage (m),Projected CRS
7568,NAD83(2011) / WISCRS Price (m),Projected CRS
7569,NAD83(2011) / WISCRS Richland (m),Projected CRS
7570,NAD83(2011) / WISCRS Rock (m),Projected CRS
7571,NAD83(2011) / WISCRS Rusk (m),Projected CRS
7572,NAD83(2011) / WISCRS Sauk (m),Projected CRS
7573,NAD83(2011) / WISCRS Sawyer (m),Projected CRS
7574,NAD83(2011) / WISCRS Shawano (m),Projected CRS
7575,NAD83(2011) / WISCRS St. Croix (m),Projected CRS
7576,NAD83(2011) / WISCRS Taylor (m),Projected CRS
7577,NAD83(2011) / WISCRS Trempealeau (m),Projected CRS
7578,NAD83(2011) / WISCRS Vernon (m),Projected CRS
7579,NAD83(2011) / WISCRS Vilas (m),Projected CRS
7580,NAD83(2011) / WISCRS Walworth (m),Projected CRS
7581,NAD83(2011) / WISCRS Washburn (m),Projected CRS
7582,NAD83(2011) / WISCRS Washington (m),Projected CRS
7583,NAD83(2011) / WISCRS Waukesha (m),Projected CRS
7584,NAD83(2011) / WISCRS Waupaca (m),Projected CRS
7585,NAD83(2011) / WISCRS Waushara (m),Projected CRS
7586,NAD83(2011) / WISCRS Wood (m),Projected CRS
7587,NAD83(2011) / WISCRS Adams and Juneau (ftUS),Projected CRS
7588,NAD83(2011) / WISCRS Ashland (ftUS),Projected CRS
7589,NAD83(2011) / WISCRS Barron (ftUS),Projected CRS
7590,NAD83(2011) / WISCRS Bayfield (ftUS),Projected CRS
7591,NAD83(2011) / WISCRS Brown (ftUS),Projected CRS
7592,NAD83(2011) / WISCRS Buffalo (ftUS),Projected CRS
7593,NAD83(2011) / WISCRS Burnett (ftUS),Projected CRS
7594,"NAD83(2011) / WISCRS Calumet, Fond du Lac, Outagamie and Winnebago (ftUS)",Projected CRS
7595,NAD83(2011) / WISCRS Chippewa (ftUS),Projected CRS
7596,NAD83(2011) / WISCRS Clark (ftUS),Projected CRS
7597,NAD83(2011) / WISCRS Columbia (ftUS),Projected CRS
7598,NAD83(2011) / WISCRS Crawford (ftUS),Projected CRS
7599,NAD83(2011) / WISCRS Dane (ftUS),Projected CRS
7600,NAD83(2011) / WISCRS Dodge and Jefferson (ftUS),Projected CRS
7601,NAD83(2011) / WISCRS Door (ftUS),Projected CRS
7602,NAD83(2011) / WISCRS Douglas (ftUS),Projected CRS
7603,NAD83(2011) / WISCRS Dunn (ftUS),Projected CRS
7604,NAD83(2011) / WISCRS Eau Claire (ftUS),Projected CRS
7605,NAD83(2011) / WISCRS Florence (ftUS),Projected CRS
7606,NAD83(2011) / WISCRS Forest (ftUS),Projected CRS
7607,NAD83(2011) / WISCRS Grant (ftUS),Projected CRS
7608,NAD83(2011) / WISCRS Green and Lafayette (ftUS),Projected CRS
7609,NAD83(2011) / WISCRS Green Lake and Marquette (ftUS),Projected CRS
7610,NAD83(2011) / WISCRS Iowa (ftUS),Projected CRS
7611,NAD83(2011) / WISCRS Iron (ftUS),Projected CRS
7612,NAD83(2011) / WISCRS Jackson (ftUS),Projected CRS
7613,"NAD83(2011) / WISCRS Kenosha, Milwaukee, Ozaukee and Racine (ftUS)",Projected CRS
7614,"NAD83(2011) / WISCRS Kewaunee, Manitowoc and Sheboygan (ftUS)",Projected CRS
7615,NAD83(2011) / WISCRS La Crosse (ftUS),Projected CRS
7616,NAD83(2011) / WISCRS Langlade (ftUS),Projected CRS
7617,NAD83(2011) / WISCRS Lincoln (ftUS),Projected CRS
7618,NAD83(2011) / WISCRS Marathon (ftUS),Projected CRS
7619,NAD83(2011) / WISCRS Marinette (ftUS),Projected CRS
7620,NAD83(2011) / WISCRS Menominee (ftUS),Projected CRS
7621,NAD83(2011) / WISCRS Monroe (ftUS),Projected CRS
7622,NAD83(2011) / WISCRS Oconto (ftUS),Projected CRS
7623,NAD83(2011) / WISCRS Oneida (ftUS),Projected CRS
7624,NAD83(2011) / WISCRS Pepin and Pierce (ftUS),Projected CRS
7625,NAD83(2011) / WISCRS Polk (ftUS),Projected CRS
7626,NAD83(2011) / WISCRS Portage (ftUS),Projected CRS
7627,NAD83(2011) / WISCRS Price (ftUS),Projected CRS
7628,NAD83(2011) / WISCRS Richland (ftUS),Projected CRS
7629,NAD83(2011) / WISCRS Rock (ftUS),Projected CRS
7630,NAD83(2011) / WISCRS Rusk (ftUS),Projected CRS
7631,NAD83(2011) / WISCRS Sauk (ftUS),Projected CRS
